textgroup;context;source;language;plural;translation
default;;December;fr;0;Décembre
default;;December;nl;0;december
default;;"Decimal places";fr;0;Décimales
default;;"Decimal places";nl;0;"Aantal decimalen"
default;;"Default e-mail values";fr;0;"Valeurs de courriel par défaut"
default;;"Default e-mail values";nl;0;"Standaard e-mailadres"
default;;"Default export delimiter";fr;0;"Delimiteur d'exportation par défaut"
default;;"Default export delimiter";nl;0;"Standaard scheidingsteken voor exportbestanden."
default;;"Default export format";fr;0;"Format d'exportation par défaut"
default;;"Default export format";nl;0;"Standaard exportformaat"
default;;"Default sort option";fr;0;"Option de tri par défaut"
default;;"Default sort option";nl;0;"Standaard sorteren optie"
default;;"Default sort order";nl;0;"Standaard sortering"
default;;"Default subject";fr;0;"Sujet par défaut"
default;;"Default subject";nl;0;"Standaard onderwerp"
default;;"Default template";fr;0;"Modèle par défaut"
default;;"Default template";nl;0;"Standaard template"
default;;"Default theme";de;0;Standard-Theme
default;;"Default theme";fr;0;"thème par défaut"
default;;"Default theme";nl;0;"Standaard theme"
default;;"Default value timezone";fr;0;"Fuseau horaire de la valeur par défaut"
default;;"Default value timezone";nl;0;"Standaardwaarde van tijdzone"
default;;"Default: %value";fr;0;"Par défaut: %value"
default;;"Default: %value";nl;0;"Standaard: %value"
default;;Definition;fr;0;Définition
default;;Definition;nl;0;Definitie
default;;"Definition saved.";fr;0;"Définition enregistrée."
default;;"Definition saved.";nl;0;"Definitie opgeslagen."
default;;Delete;nl;0;Verwijderen
default;;"Delete all webform submissions";fr;0;"Supprimer tous les contributions du formulaire web"
default;;"Delete all webform submissions";nl;0;"Alle webformulierinzendingen wissen"
default;;"Delete content type";de;0;"Inhaltstyp löschen"
default;;"Delete content type";fr;0;"Supprimer le type de contenu"
default;;"Delete content type";nl;0;"Paginatype verwijderen"
default;;"Delete context";nl;0;"Verwijder context"
default;;"Delete e-mail settings?";fr;0;"Supprimer les paramètres de courriel?"
default;;"Delete e-mail settings?";nl;0;"E-mailinstellingen verwijderen?"
default;;"Delete item";fr;0;"Supprimer l'élément"
default;;"Delete item";nl;0;Verwijderen
default;;"Delete media";fr;0;"Supprimer le media"
default;;"Delete media";nl;0;"Verwijder bestand"
default;;"Delete menu";fr;0;"Supprimer le menu"
default;;"Delete menu";nl;0;"Navigatiestructuur verwijderen"
default;;"Delete opening hours set";nl;0;"Verwijder openingsuren"
default;;"Delete own webform submissions";fr;0;"Supprimer ses propres contributions au formulaire web"
default;;"Delete own webform submissions";nl;0;"Eigen webformulierinzendingen wissen"
default;;"Delete pane collection";nl;0;"Verwijder pane collection"
default;;"Delete picture";fr;0;"Supprimer l'image"
default;;"Delete picture";nl;0;"Afbeelding verwijderen"
default;;"Delete quiz %title";fr;0;"Supprimer le questionnaire %title"
default;;"Delete quiz %title";nl;0;"Verwijder quiz %title"
default;;"Delete the %name component?";fr;0;"Supprimer le composant %name?"
default;;"Delete the %name component?";nl;0;"Besturingselement %name verwijderen?"
default;;"Delete the %name fieldset?";fr;0;"Supprimer le groupe de champs %name?"
default;;"Delete the %name fieldset?";nl;0;"Groepsvak %name verwijderen?"
default;;"Delete the identity";fr;0;"Supprimer l'identité"
default;;"Delete the identity";nl;0;"Identiteit verwijderen"
default;;"Delete the widget";fr;0;"Supprimer le widget"
default;;"Delete the widget";nl;0;Verwijderen
default;;"Delete this mega dropdown.";fr;0;"Supprimer ce mega dropdown"
default;;"Delete this mega dropdown.";nl;0;"Mega dropdown verwijderen"
default;;"Deleted content type %name.";de;0;"Inhaltstyp %name gelöscht."
default;;"Deleted content type %name.";fr;0;" Type de contenu %name supprimé.	"
default;;"Deleted content type %name.";nl;0;"Paginatype %name verwijderen."
default;;"Delimited text";fr;0;"Texte délimité"
default;;"Delimited text";nl;0;"Karaktergescheiden tekst"
default;;"Delimited text format";fr;0;"Format de texte délimité"
default;;"Delimited text format";nl;0;"Karaktergescheiden tekstformaat"
default;;"Depublication date";fr;0;"Date de dépublication"
default;;"Depublication date";nl;0;Depublicatiedatum
default;;Description;de;0;Beschreibung
default;;Description;fr;0;Description
default;;Description;nl;0;Beschrijving
default;;"Description (localized)";fr;0;"Description (localisée)"
default;;"Description (localized)";nl;0;"Omschrijving (lokaal)"
default;;"Description of your site, included in each feed.";fr;0;"Description de votre site, inclus dans chaque feed"
default;;"Description of your site, included in each feed.";nl;0;"Omschrijving van je website, wordt getoond in elke feed."
default;;Design;fr;0;Conception
default;;Design;nl;0;Ontwerpen
default;;"Desktop images";fr;0;"Images de bureau"
default;;"Desktop images";nl;0;Bureaubladafbeeldingen
default;;"Detailed news view";fr;0;"Vue des news détaillées"
default;;"Detailed news view";nl;0;"Lang nieuwsoverzicht"
default;;"Determines the placement of the component's label.";fr;0;"Determine le placement des étiquettes du composant."
default;;"Determines the placement of the component's label.";nl;0;"Bepaalt de plaats van het componentlabel."
default;;Devel;fr;0;Développer
default;;Devel;nl;0;Devel
default;;"Developed by";fr;0;"Développé par"
default;;"Developed by";nl;0;"Ontwikkeld door"
default;;"Did you mean";nl;0;"Bedoelde je"
default;;"Different opening hours apply on:";nl;0;"Afwijkende openingsuren op:"
default;;"Disable !theme theme";de;0;"Theme !theme deaktivieren"
default;;"Disable !theme theme";fr;0;" Désactiver le thème !theme	"
default;;"Disable !theme theme";nl;0;"Schakel het theme !theme uit"
default;;"Disable Webform submission access control";fr;0;"Désactiver le contrôle d'accès pour la contribution du formulaire web"
default;;"Disable Webform submission access control";nl;0;"Toegangscontrole van het webformulier uitschakelen."
default;;"Disable theme";de;0;"Theme deaktivieren"
default;;"Disable theme";fr;0;" Désactiver le thème"
default;;"Disable theme";nl;0;"Theme uitschakelen"
default;;"Disabled (read-only)";fr;0;"Désactivé (en lecture seule)"
default;;"Disabled (read-only)";nl;0;"Uitschakelen (alleen lezen)"
default;;"Disabled theme";de;0;"Deaktiviertes Theme"
default;;"Disabled theme";fr;0;" Thème inactif	"
default;;"Disabled theme";nl;0;"Uitgeschakeld theme"
default;;"Disabled themes";de;0;"Deaktivierte Themes"
default;;"Disabled themes";fr;0;" Thèmes désactivés	"
default;;"Disabled themes";nl;0;"Uitgeschakelde themes"
default;;"Disagree button message";nl;0;"Boodschap op de knop bij niet akkoord"
default;;Disclaimer;fr;0;Avertissement
default;;Disclaimer;nl;0;Disclaimer
default;;"Disclaimer links";fr;0;"Liens de l'avertissement"
default;;"Disclaimer links";nl;0;"Disclaimer menu items"
default;;"Disclaimer menu";nl;0;"Menu du disclaimer"
default;;Display;fr;0;Afficher
default;;Display;nl;0;Toon
default;;"Display all pages inside block";fr;0;"Afficher toutes les pages à l'intérieur du bloc"
default;;"Display all pages inside block";nl;0;"Alle pagina's weergeven binnen het blok."
default;;"Display content from a content region.";fr;0;"Afficher le contenu à partir d'une région de contenu"
default;;"Display content from a content region.";nl;0;"Inhoud van een content regio tonen."
default;;"Display format";fr;0;"Afficher le format"
default;;"Display format";nl;0;Weergaveformaat
default;;"Display mode";fr;0;"Afficher le mode"
default;;"Display mode";nl;0;Weergavemodus
default;;"Display options";fr;0;"Options d'affichage"
default;;"Display options";nl;0;Weergave-opties
default;;"Display the result count";fr;0;"Afficher le nombre de résultats"
default;;"Display the result count";nl;0;"Geef het aantal resultaten weer"
default;;"Display the result count.";fr;0;"Afficher le nombre de résultats."
default;;"Display the result count.";nl;0;"Geef het aantal resultaten weer."
default;;"Display the view footer if there are no results.";de;0;"Den Fußbereich der Ansicht anzeigen, wenn es keine Ergebnisse gibt."
default;;"Display the view footer if there are no results.";fr;0;"Afficher le pied de page de la vue s'il n'y a aucun résultat."
default;;"Display the view footer if there are no results.";nl;0;"Toon de footer view wanneer er geen resultaten zijn."
default;;"Display the view header if there are no results.";de;0;"Den Kopfbereich der Ansicht anzeigen, wenn es keine Ergebnisse gibt."
default;;"Display the view header if there are no results.";fr;0;"Afficher l'en-tête de la vue même s'il n'y a aucun résultat."
default;;"Display the view header if there are no results.";nl;0;"Toon de view header als er geen resultaten zijn."
default;;"Displays all values as submitted by a user.";fr;0;"Affiche toutes les valeurs telles que soumises par l'utilisateur"
default;;"Displays all values as submitted by a user.";nl;0;"Geeft alle waarden zoals ingezonden door een gebruiker."
default;;"Displays text as HTML in the form; does not render a field.";fr;0;"Affiche le texte sous forme HTML dans le formulaire; ne restitue pas un champ."
default;;"Displays text as HTML in the form; does not render a field.";nl;0;"Geeft tekst als HTML weer in het formulier; maakt geen besturingselement aan."
default;;"District of Columbia";fr;0;"District de Columbia"
default;;"District of Columbia";nl;0;"District of Columbia"
default;;"Do not display the label of this component.";fr;0;"Ne pas afficher l'étiquette de ce composant"
default;;"Do not display the label of this component.";nl;0;"Het label van deze component niet weergeven."
default;;"Do not repeat";fr;0;"Ne pas répéter"
default;;"Do not repeat";nl;0;"Niet herhalen"
default;;"Document links";fr;0;"Liens de document"
default;;"Document links";nl;0;"Document links"
default;;"Document type";fr;0;"Type de document"
default;;"Document type";nl;0;Publicatietype
default;;"Document's Language";nl;0;"Taal van het document"
default;;Documents;fr;0;Documents
default;;Documents;nl;0;Documenten
default;;"Don't approve - publish instantly";fr;0;"Ne pas approuver - publier immédiatement"
default;;"Don't approve - publish instantly";nl;0;"Niet goedkeuren - direct publiceren"
default;;"Don't attach PDF file";nl;0;"Voeg PDF niet toe"
default;;"Don't have an account yet?";nl;0;"Nog geen account?"
default;;Download;fr;0;Télécharger
default;;Download;nl;0;Downloaden
default;;"Download List";nl;0;"Download lijst"
default;;"Download PDF";fr;0;"Transférer le PDF"
default;;"Download PDF";nl;0;"Download PDF"
default;;"Download list";fr;0;"Liste de téléchargement"
default;;"Download list";nl;0;"Download lijst"
default;;"Download option: Show release notes after each project is downloaded.";fr;0;"Option de téléchargement: motrer les notes de version après téléchargeùment de chaque projet."
default;;"Download option: Show release notes after each project is downloaded.";nl;0;"Download optie: toon release notes nadat elk project gedownloadet is. "
default;;"Download range options";fr;0;"Options de la gamme de téléchargement"
default;;"Download range options";nl;0;Downloadbereik-opties
default;;"Download results";fr;0;"Transférer les résultats"
default;;"Download results";nl;0;"Inzendingen downloaden"
default;;"Download the included material here:";nl;0;"Download hier het inbegrepen materiaal:"
default;;"Downloading modules";fr;0;"Téléchargement des modules en cours"
default;;"Downloading modules";nl;0;"Paddlet aan het downloaden"
default;;Draft;fr;0;Ébauche
default;;Draft;nl;0;Kladversie
default;;"Drafts only";fr;0;"Ébauches uniquement"
default;;"Drafts only";nl;0;"Alleen concepten"
default;;"Drag a field from the palette to add it to this form.";fr;0;"Faites glisser un champ de la palette pour l'ajouter à ce formulaire."
default;;"Drag a field from the palette to add it to this form.";nl;0;"Sleep een veld hierheen om aan het webformulier toe te voegen."
default;;"Drag files here.";fr;0;"Faites glisser des fichiers ici."
default;;"Drag files here.";nl;0;"Sleep bestanden hierheen."
default;;Dutch;fr;0;Néerlandais
default;;Dutch;nl;0;Nederlands
default;;E-mail;nl;0;E-mail
default;;"E-mail address";fr;0;" Adresse de courriel"
default;;"E-mail address";nl;0;E-mail
default;;"E-mail address format";fr;0;"Format d'adresse email"
default;;"E-mail address format";nl;0;E-mailadresformaat
default;;"E-mail from address";fr;0;"Courriel adressé de"
default;;"E-mail from address";nl;0;"E-mailadres van afzender"
default;;"E-mail from name";fr;0;"Courriel venant de"
default;;"E-mail from name";nl;0;"Naam van afzender"
default;;"E-mail header details";fr;0;"En-tête de courriel détaillés"
default;;"E-mail header details";nl;0;"E-mailkop details"
default;;"E-mail new password";fr;0;" Envoyer nouveau mot de passe par courriel	"
default;;"E-mail new password";nl;0;"E-mail nieuw paswoord"
default;;"E-mail settings";nl;0;"E-mail instellingen"
default;;"E-mail settings deleted.";fr;0;"paramètres de courriel effacé"
default;;"E-mail settings deleted.";nl;0;"E-mailinstellingen verwijderd."
default;;"E-mail subject";fr;0;"Sujet de courriel"
default;;"E-mail subject";nl;0;"Onderwerp van de E-Mail"
default;;"E-mail template";fr;0;"modèle de courriel"
default;;"E-mail template";nl;0;E-mailthema
default;;"E-mail to";fr;0;"envoyer un courriel à"
default;;"E-mail to";nl;0;"E-mail naar"
default;;"E-mail to address";fr;0;"envoyer un courriel à l'adresse"
default;;"E-mail to address";nl;0;"Email naar adres"
default;;"E.g., @date";nl;0;"Bijv., @date"
default;;"EBL page";fr;0;"Page EBL"
default;;"EBL page";nl;0;"EBL pagina"
default;;"EBL publication cover image";fr;0;"Image de couverture de la publication EBL"
default;;"EBL publication cover image";nl;0;"EBL publicatie omslagafbeelding"
default;;"EBL publication metadata";fr;0;"Métadonnées de publication EBL"
default;;"EBL publication metadata";nl;0;"EBL-publicatie metadata"
default;;Edit;fr;0;Modifier
default;;Edit;nl;0;Bewerk
default;;"Edit @plugin %title";fr;0;"Modifier @plugin %title"
default;;"Edit @plugin %title";nl;0;"Wijzig @plugin %title"
default;;"Edit @signup_form";fr;0;"Modifier @singup_form"
default;;"Edit @signup_form";nl;0;"Bewerk @signup_form"
default;;"Edit Base url";nl;0;"Basis URL bewerken"
default;;"Edit Menu";fr;0;"Modifier le menu"
default;;"Edit Menu";nl;0;"Navigatiestructuur bewerken"
default;;"Edit Outgoing RSS feed";fr;0;"Modifier le flux RSS sortant"
default;;"Edit Outgoing RSS feed";nl;0;"RSS feed aanpassen"
default;;"Edit Page";fr;0;"Modifier page"
default;;"Edit Page";nl;0;"Pagina bewerken"
default;;"Edit Screenshot";fr;0;"Modifier la capture d'écran"
default;;"Edit Screenshot";nl;0;"Bewerk theme afbeelding"
default;;"Edit a theme";fr;0;"Modifier un thème"
default;;"Edit a theme";nl;0;"Een theme bewerken"
default;;"Edit all webform submissions";fr;0;"Modifier toutes les contributions du formulaire web"
default;;"Edit all webform submissions";nl;0;"Bewerk alle webformulierinzendingen"
default;;"Edit comment %comment";fr;0;"Modifier le réaction %comment"
default;;"Edit comment %comment";nl;0;"Wijzig reactie %comment"
default;;"Edit component: @name";fr;0;"Modifier le composant: @name"
default;;"Edit component: @name";nl;0;"Component bewerken: @name"
default;;"Edit content for every @node_type";fr;0;"Modifier le contenu pour chaque @node_type"
default;;"Edit content for every @node_type";nl;0;"Pas de inhoud aan voor elke @node_type"
default;;"Edit identity";fr;0;"Modifier l'identité"
default;;"Edit identity";nl;0;"Identiteit bewerken"
default;;"Edit layout";fr;0;"Modifier la mise en page"
default;;"Edit layout";nl;0;"bewerk pagina regio's"
default;;"Edit link";nl;0;Bewerk
default;;"Edit media";de;0;"Medien bearbeiten"
default;;"Edit media";fr;0;"Modifier le média"
default;;"Edit media";nl;0;"Bestand bewerken"
default;;"Edit menu";de;0;"Menü bearbeiten"
default;;"Edit menu";fr;0;"Modifier le menu"
default;;"Edit menu";nl;0;"Navigatiestructuur bewerken"
default;;"Edit menu !menu";fr;0;"modifier !menu"
default;;"Edit menu !menu";nl;0;"!menu bewerken"
default;;"Edit menu item @title";fr;0;"Modifier élément de menu @title"
default;;"Edit menu item @title";nl;0;"Pas menu-item @title aan"
default;;"Edit menu link";de;0;"Menüpunkt bearbeiten"
default;;"Edit menu link";fr;0;"Modifier le lien de menu"
default;;"Edit menu link";nl;0;"Menulink bewerken"
default;;"Edit opening hours set";nl;0;"Wijzig de openingsuren"
default;;"Edit own webform submissions";fr;0;"Modifier des contributions de webform propres"
default;;"Edit own webform submissions";nl;0;"Eigen webformulierinzendingen bewerken"
default;;"Edit page";fr;0;"Modifier la page"
default;;"Edit page";nl;0;"Pagina aanpassen"
default;;"Edit summary";fr;0;"Modifier le résumé"
default;;"Edit summary";nl;0;"Bewerk samenvatting"
default;;"Edit the details of a Scald Atom";fr;0;"Modifier les détails d'un Atom Scald"
default;;"Edit the details of a Scald Atom";nl;0;"Editeer de detail van een Scald Atom"
default;;"Edit the identity";fr;0;"Modifier l'identité"
default;;"Edit the identity";nl;0;"Identiteit bewerken"
default;;"Edit the title and description of this menu";fr;0;"Modifier le titre et le description de ce menu"
default;;"Edit the title and description of this menu";nl;0;"Bewerk de titel en beschrijving van de navigatiestructuur"
default;;"Edit the widget";fr;0;"Modifier le widget"
default;;"Edit the widget";nl;0;"Widget aanpassen"
default;;"Edited by @user.";fr;0;"Modifié par @user."
default;;"Edited by @user.";nl;0;"Aangepast door @user."
default;;"Editorial note";fr;0;"Note de la rédaction"
default;;"Editorial note";nl;0;Kanttekening
default;;"Editorial note has been added to a node I'm responsible for";fr;0;"Ajout d'une note à un noeud dont je suis responsable"
default;;"Editorial note has been added to a node I'm responsible for";nl;0;"Een notitie is toegevoegd aan een pagina waar ik verantwoordelijk voor ben"
default;;"Editorial notes";fr;0;"Notes de la rédaction"
default;;"Editorial notes";nl;0;Kanttekeningen
default;;"Eenvoudig contactformulier pagina";fr;0;"Page de contact simple"
default;;"Eenvoudig contactformulier pagina";nl;0;Contactformulier
default;;"Eenvoudige contactformulierpagina";fr;0;"Page de contact simple"
default;;"Eenvoudige contactformulierpagina";nl;0;Contactformulier
default;;"Eenvoudige pagina";fr;0;"Page simple"
default;;"Eenvoudige pagina";nl;0;Basispagina
default;;"Element type";fr;0;"type d'élément"
default;;"Element type";nl;0;Elementtype
default;;"Email address(es)";fr;0;"l'adresse de courriel"
default;;"Email address(es)";nl;0;E-mailadres(sen)
default;;"Email settings added.";fr;0;"paramètres de courriel ajouter"
default;;"Email settings added.";nl;0;"E-mailinstellingen toegevoegd."
default;;"Email settings cloned.";fr;0;"paramètres de courriel cloné"
default;;"Email settings cloned.";nl;0;"E-mailinstellingen gedupliceerd."
default;;"Email settings updated.";fr;0;"paramètres de courriel mis a jour"
default;;"Email settings updated.";nl;0;"E-mailinstellingen bijgewerkt."
default;;"Emails settings for @type @title";fr;0;"paramètres de courriel pour @type @title"
default;;"Emails settings for @type @title";nl;0;"E-mail instelling voor @type @title "
default;;Enable;fr;0;Activer
default;;Enable;nl;0;Activeer
default;;"Enable !theme as default theme";de;0;"Theme !theme als Standard-Theme aktivieren"
default;;"Enable !theme as default theme";fr;0;" Activer !theme comme thème par défaut	"
default;;"Enable !theme as default theme";nl;0;"Schakel !theme als standaard theme in"
default;;"Enable !theme theme";de;0;"Theme !theme aktivieren"
default;;"Enable !theme theme";fr;0;" Activer le thème !theme	"
default;;"Enable !theme theme";nl;0;"Schakel het !theme theme in"
default;;"Enable <em>Description</em> field";de;0;"<em>Beschreibungs</em>-Feld aktivieren"
default;;"Enable <em>Description</em> field";fr;0;" Activer le champ <em>Description</em>	"
default;;"Enable <em>Description</em> field";nl;0;"Veld <em>Beschrijving</em> inschakelen"
default;;"Enable Rating";nl;0;"Beoordelingen inschakelen"
default;;"Enable a JavaScript date picker next to the date field.";fr;0;"Activer le JavaScript datepicker à côté du champ date."
default;;"Enable a JavaScript date picker next to the date field.";nl;0;"Uitklapbare kalender beschikbaar maken naast het veld."
default;;"Enable content type facet.";fr;0;"Activer la facette de type de contenu"
default;;"Enable content type facet.";nl;0;"Toon paginatype facet"
default;;"Enable general tags facet.";fr;0;"Activer la facette des étiquettes générales"
default;;"Enable general tags facet.";nl;0;"Toon algemene trefwoorden facet"
default;;"Enable maintenance mode";fr;0;"Activer la mode d'entretien"
default;;"Enable maintenance mode";nl;0;"Onderhoudsmodus inschakelen"
default;;"Enable newly added themes";de;0;"Neu hinzugefügte Themes aktivieren"
default;;"Enable newly added themes";fr;0;"Activer les thêmes récemment ajoutés"
default;;"Enable newly added themes";nl;0;"Nieuw toegevoegde themes inschakelen"
default;;"Enable popup";nl;0;"Pop-up toestaan"
default;;"Enable popup calendar";fr;0;"Activer le calendrier pop-up"
default;;"Enable popup calendar";nl;0;"Popup-kalender inschakelen"
default;;"Enable theme";de;0;"Theme aktivieren"
default;;"Enable theme";fr;0;"Activer le thême"
default;;"Enable theme";nl;0;"Theme inschakelen"
default;;"Enable webform functionality";fr;0;"Activer fonctionalité formulaire web"
default;;"Enable webform functionality";nl;0;"Webform-functionaliteit inschakelen"
default;;Enabled;fr;0;Activé
default;;Enabled;nl;0;Geactiveerd
default;;"Enabled @name app";fr;0;"Activé @name app"
default;;"Enabled @name app";nl;0;"De @name paddlet werd geïnstalleerd"
default;;"Enabled theme";de;0;"Aktiviertes Theme"
default;;"Enabled theme";fr;0;" Thème actif	"
default;;"Enabled theme";nl;0;"Ingeschakeld theme"
default;;"Enabled themes";de;1;"Aktivierte Themes"
default;;"Enabled themes";fr;0;" Thèmes actifs	"
default;;"Enabled themes";fr;1;"Thèmes actifs"
default;;"Enabled themes";nl;1;"Actieve themes"
default;;"Enables the creation of forms and questionnaires.";fr;0;"Activé la création des formulaires et questionnaires"
default;;"Enables the creation of forms and questionnaires.";nl;0;"Maakt het mogelijk formulieren en vragenlijsten te maken."
default;;"End Date";fr;0;"date ultime"
default;;"End Date";nl;0;einddatum
default;;"End date";fr;0;"date ultime"
default;;"End date";nl;0;Einddatum
default;;"End submission number may not be less than Start submission number.";fr;0;"Numéro de contribution ultime ne peut pas être moins que le numéro de contribution de start"
default;;"End submission number may not be less than Start submission number.";nl;0;"Eindaantal inzendingen mag niet kleiner zijn dan beginaantal inzendingen."
default;;"End submission number must be greater than 0.";fr;0;"Numéro de contribution ultime doit être mieux que 0."
default;;"End submission number must be greater than 0.";nl;0;"Eindaantal inzendingen moet groter zijn dan 0."
default;;"End submission number must be numeric.";fr;0;"Numéro de contribution ultime doit être numérique"
default;;"End submission number must be numeric.";nl;0;"Eindaantal inzendingen moet een getal zijn."
default;;"Enter a feed URL.";fr;0;"Entrer un URL de feed."
default;;"Enter a feed URL.";nl;0;"Geef hier de URL in van de inkomende RSS lijst."
default;;"Enter a machine readable key for this form element. May contain only alphanumeric characters and underscores. This key will be used as the name attribute of the form element. This value has no effect on the way data is saved, but may be helpful if doing custom form processing.";fr;0;"Entrer un clé machine lisible pour cet élément du formulaire. Elle peut contenir des caractères alphanumériques et de soulignement. Cette clé sera utilisée comme attribut de nom de l'élément de formulaire. Cette valeur n'a aucun effet sur la façon dont les données sont enregistrées, mais peut être utile en cas de traitement de formulaire personnalisé."
default;;"Enter a machine readable key for this form element. May contain only alphanumeric characters and underscores. This key will be used as the name attribute of the form element. This value has no effect on the way data is saved, but may be helpful if doing custom form processing.";nl;0;"Voer een systeemnaam in voor dit element. Het mag enkel bestaan uit letters en onderstrepingstekens. Deze naam wordt gebruikt als naam attribuut in het formulier. Deze naam heeft geen invloed op de manier de gegevens worden bewaard maar kan behulpzaam zijn voor aangepaste code voor het verwerken van het formulier."
default;;"Enter a short description of your menu item.";fr;0;"Entrer une courte description de votre élément de menu"
default;;"Enter a short description of your menu item.";nl;0;"Beschrijf kort het menu item."
default;;"Enter a short description of your menu.";fr;0;"Entrer une description court pour votre menu"
default;;"Enter a short description of your menu.";nl;0;"Beschrijf kort de navigatiestructuur."
default;;"Enter a short description of your term.";fr;0;"Entrer une description court pour votre terme"
default;;"Enter a short description of your term.";nl;0;"Beschrijf kort het trefwoord."
default;;"Enter a text.";fr;0;"Entrer un text."
default;;"Enter a text.";nl;0;"Voeg een tekst toe..."
default;;"Enter any text supported by available text formats.";fr;0;"Entrer n'impotrte quel texte supporté par des formats de texte disponibles"
default;;"Enter any text supported by available text formats.";nl;0;"Typ hier tekst die je tussen andere velden op het webformulier kan plaatsen."
default;;"Enter here the e-mail address(es) which will receive this e-mail. Separate with comma each e-mail address";fr;0;"Entrer ici l'(les) adresse(s) de courriel qui recevront ce courriel. Séparez-les par des virgules."
default;;"Enter here the e-mail address(es) which will receive this e-mail. Separate with comma each e-mail address";nl;0;"Welke e-mailadressen mogen de e-mail ontvangen? Je kan meerdere adressen scheiden met een komma."
default;;"Enter link to your privacy policy or other page that will explain cookies to your users. For external links prepend http://";nl;0;"Voer een link in naar uw privacybeleid of andere pagina die cookies aan uw gebruikers verklaart. Voor externe links gebruik http: //"
default;;"Enter the max file size a user may upload such as 2 MB or 800 KB. Your server has a max upload size of @size.";fr;0;"Entrer la taille maximale du fichier que l'utilisateur peut Transférer comme 2MB ou 800 KB. Votre serveur a un capacité maximale de @size"
default;;"Enter the max file size a user may upload such as 2 MB or 800 KB. Your server has a max upload size of @size.";nl;0;"Geef de maximale bestandsgrootte op die de gebruiker mag uploaden, zoals bijv. 2 MB of 800 KB. De server staat maximaal @size toe."
default;;"Enter the name of the @content_type_name";fr;0;"Entrer le nom du @content_type_name"
default;;"Enter the name of the @content_type_name";nl;0;"Voer de naam in van de @content_type_name"
default;;"Enter the name of the landing page";fr;0;"Entrer le nom de la page de destination"
default;;"Enter the name of the landing page";nl;0;"Voeg de titel van de overzichtspagina toe..."
default;;"Enter the name of the menu item";fr;0;"Entrer le nom d'élément de menu"
default;;"Enter the name of the menu item";nl;0;"Voeg de naam aan het menu item toe..."
default;;"Enter the title of your menu item.";fr;0;"Entrer le titre de votre élément de menu."
default;;"Enter the title of your menu item.";nl;0;"Voeg de titel van het menu item toe."
default;;"Enter the title of your menu.";fr;0;"Entrer le titre de votre menu"
default;;"Enter the title of your menu.";nl;0;"Voeg de titel van de navigatiestructuur toe."
default;;"Enter the title of your term.";fr;0;"Entrer le titre de votre terme."
default;;"Enter the title of your term.";nl;0;"Voeg de titel van het trefwoord toe."
default;;"Enter your API key";fr;0;"Entrer votre clé API."
default;;"Enter your API key";nl;0;"Vul je GCSE API key in"
default;;"Enter your CSE ID";fr;0;"Entrer votre CSE ID"
default;;"Enter your CSE ID";nl;0;"Vul je GCSE ID in"
default;;"Enter your current password to change the %mail or %pass. !request_new.";fr;0;"Entrez votre mot de passe actuel pour changer le %mail ou %pass. !request_new"
default;;"Enter your current password to change the %mail or %pass. !request_new.";nl;0;"Voer je huidige wachtwoord in om het %mail of %pass te veranderen. !request_new."
default;;"Enter your keywords";fr;0;"Entrer votre mots-clés."
default;;"Enter your keywords";nl;0;"Vul uw zoekwoorden in"
default;;"Entered !name is not a valid date.";fr;0;"!name entré n'est pas une date valide."
default;;"Entered !name is not a valid date.";nl;0;"De ingevoerde !name is geen geldige datum."
default;;"Entered !name is not a valid time.";fr;0;"!name entré n'est pas un temps valide"
default;;"Entered !name is not a valid time.";nl;0;"Ingevulde !name is een ongeldige tijd."
default;;"Event dates";fr;0;"Dates d'événement"
default;;"Event dates";nl;0;"Kalenderitem gegevens"
default;;"Event dates End date";fr;0;"Dates d'événement date de fin"
default;;"Event dates End date";nl;0;Eind
default;;"Event dates Start date";fr;0;"Dates d'événement date de début"
default;;"Event dates Start date";nl;0;Begin
default;;"Every option must have a key specified. Specify each option as ""safe_key|Some readable option"".";fr;0;"tous les option doivent avoir un clé specifié. Specifier chaque option comme ""clé_sûr|certain option lisible"""
default;;"Every option must have a key specified. Specify each option as ""safe_key|Some readable option"".";nl;0;"Elke optie moet een sleutel hebben. Specificeer elke optie als ""veilige_sleutel|Een leesbare optie""."
default;;"Examples: $, #, -.";fr;0;"Exemples: $, #, -."
default;;"Examples: $, #, -.";nl;0;"Voorbeelden: $, #, -."
default;;"Examples: lb, kg, %.";fr;0;"Exemples: lb, kg, %."
default;;"Examples: lb, kg, %.";nl;0;"Voorbeelden: lb, kg, %."
default;;"Exceptional closing Days";nl;0;"Uitzonderlijke sluitingsdagen"
default;;"Exceptional closing days";nl;0;"Uitzonderlijke sluitingsdagen"
default;;"Exceptional opening hours";nl;0;"Afwijkende openingsuren"
default;;Exceptions;nl;0;Uitzonderingen
default;;"Exclude entries of zero (or blank) when counting submissions to calculate average and standard deviation.";fr;0;"Exclure des entrées blanches ou zéro pendant compter des contributions pour calculer la moyenne et l'écart-type"
default;;"Exclude entries of zero (or blank) when counting submissions to calculate average and standard deviation.";nl;0;"Laat nulwaarden of lege waarden weg bij het berekenen van het gemiddelde of de standaardafwijking."
default;;"Exclude zero";fr;0;"Exclure zéro"
default;;"Exclude zero";nl;0;"Nul uitsluiten"
default;;Execute;fr;0;Exécuter
default;;Execute;nl;0;Uitvoeren
